review,aspect,category
"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",restaurant,RESTAURANT#GENERAL:positive
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL,FOOD#QUALITY:positive
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL,AMBIENCE#GENERAL:positive
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",chicken pot pie,FOOD#QUALITY:positive
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,FOOD#STYLE_OPTIONS:positive
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,FOOD#QUALITY:positive
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,SERVICE#GENERAL:positive
"With so many poor experiences to be had in the theater district, is truly an excellent find!",NULL,RESTAURANT#GENERAL:positive
We will return many times for this oasis in mid-town.,NULL,RESTAURANT#GENERAL:positive
The staff is no nonsense.,staff,SERVICE#GENERAL:positive
The food options rule.,food,FOOD#STYLE_OPTIONS:positive
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,FOOD#QUALITY:positive
Worth visiting the 1st Ave spot because it is the original store.,1st Ave spot,RESTAURANT#MISCELLANEOUS:positive
"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",Uni Hand roll,FOOD#QUALITY:positive
The sake menu should not be overlooked!,sake menu,DRINKS#STYLE_OPTIONS:positive
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",NULL,RESTAURANT#GENERAL:positive
Try the lobster teriyaki and the rose special roll.,lobster teriyaki,FOOD#QUALITY:positive
Try the lobster teriyaki and the rose special roll.,rose special roll,FOOD#QUALITY:positive
"Service was very good - prompt, attentive and non-intrusive.",Service,SERVICE#GENERAL:positive
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,FOOD#QUALITY:positive
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,FOOD#QUALITY:negative
Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection,DRINKS#STYLE_OPTIONS:positive
Wine list selection is good and wine-by-the-glass was generously filled to the top.,wine-by-the-glass,DRINKS#STYLE_OPTIONS:positive
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour,AMBIENCE#GENERAL:positive
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,AMBIENCE#GENERAL:negative
"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",Cafe Spice,RESTAURANT#GENERAL:positive
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",Service,SERVICE#GENERAL:neutral
"Seating is always prompt, though the restaurant does fill up in the evening.",Seating,SERVICE#GENERAL:positive
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,FOOD#QUALITY:positive
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables in side orders,FOOD#QUALITY:negative
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",NULL,SERVICE#GENERAL:neutral
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,AMBIENCE#GENERAL:positive
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,AMBIENCE#GENERAL:positive
I have NEVER been disappointed in the Red Eye.,Red Eye,RESTAURANT#GENERAL:positive
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live jazz band,AMBIENCE#GENERAL:positive
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",atmosphere,AMBIENCE#GENERAL:positive
It's simply the best meal in NYC.,meal,FOOD#QUALITY:positive
You cannot go wrong at the Red Eye Grill.,Red Eye Grill,RESTAURANT#GENERAL:positive
"If we were to move from the upper east side, we would genuinely miss this restaurant.",restaurant,RESTAURANT#GENERAL:positive
The restaurant is cute but not upscale.,restaurant,AMBIENCE#GENERAL:neutral
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,FOOD#QUALITY:positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,balance of herbs and tomatoes,FOOD#QUALITY:positive
I would highly recommend it.,NULL,RESTAURANT#GENERAL:positive
It's one of our favorite places to eat in NY.,NULL,RESTAURANT#GENERAL:positive
We had a great time at the Jekyll and hyde Pub last night.,Jekyll and hyde Pub,RESTAURANT#GENERAL:positive
After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar,RESTAURANT#GENERAL:positive
The server was really cool and served us our food and drinks with a smile.,server,SERVICE#GENERAL:positive
The place's decor and hidden bathrooms made for a good laugh.,decor,AMBIENCE#GENERAL:positive
The place's decor and hidden bathrooms made for a good laugh.,hidden bathrooms,AMBIENCE#GENERAL:positive
I highly recommend visiting this restaurant and having dinner and drinks!,restaurant,RESTAURANT#GENERAL:positive
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",place,RESTAURANT#MISCELLANEOUS:positive
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",Jekyll and Hyde Pub,RESTAURANT#GENERAL:positive
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,DRINKS#STYLE_OPTIONS:positive
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,FOOD#QUALITY:positive
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,FOOD#QUALITY:positive
The entertainment was great they have shows that go on through out the dinner.,NULL,AMBIENCE#GENERAL:positive
"Please take my advice, go and try this place.",place,RESTAURANT#GENERAL:positive
You will not be disapointed at all.,NULL,RESTAURANT#GENERAL:positive
We were not dissappointed in the least bit by this little gem.,NULL,RESTAURANT#GENERAL:positive
The bagel was huge.,bagel,FOOD#STYLE_OPTIONS:positive
They were served warm and had a soft fluffy interior.,NULL,FOOD#QUALITY:positive
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,FOOD#STYLE_OPTIONS:negative
I loved it and would HIGHLY RECOMMEND.,NULL,RESTAURANT#GENERAL:positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,FOOD#QUALITY:positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,SERVICE#GENERAL:positive
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,lobster roll,FOOD#QUALITY:positive
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,lobster,FOOD#QUALITY:positive
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",pizza,FOOD#QUALITY:positive
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",santa fe chopped salad,FOOD#QUALITY:positive
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",fish and chips,FOOD#QUALITY:positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,FOOD#QUALITY:positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,AMBIENCE#GENERAL:positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,SERVICE#GENERAL:positive
All the staff is absolutely professional!! ,staff,SERVICE#GENERAL:positive
But they do.,NULL,SERVICE#GENERAL:positive
"(that is A MUST, but not every restaurant can do...) ",NULL,SERVICE#GENERAL:positive
"There's nice and quiet, small but enough for 6 (or more).",NULL,AMBIENCE#GENERAL:positive
This restaurant was way overhyped.,restaurant,RESTAURANT#GENERAL:negative
My chow fun and chow see was really bland and oily.,chow fun and chow see,FOOD#QUALITY:negative
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,NULL,FOOD#QUALITY:negative
The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,FOOD#QUALITY:neutral
The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,FOOD#QUALITY:neutral
The service was the only thing good about this restaurant.,service,SERVICE#GENERAL:positive
The service was the only thing good about this restaurant.,restaurant,RESTAURANT#GENERAL:negative
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",NULL,AMBIENCE#GENERAL:negative
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",sushi,FOOD#QUALITY:negative
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",tuna,FOOD#QUALITY:negative
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",rolls,FOOD#QUALITY:negative
I definitely wouldn't go back.,NULL,RESTAURANT#GENERAL:negative
Their pad penang is delicious and everything else is fantastic.,pad penang,FOOD#QUALITY:positive
Their pad penang is delicious and everything else is fantastic.,NULL,FOOD#QUALITY:positive
The price is reasonable although the service is poor.,NULL,RESTAURANT#PRICES:positive
The price is reasonable although the service is poor.,service,SERVICE#GENERAL:negative
fresh restaurant was amazing........ food was delicious and of course fresh.,fresh restaurant,RESTAURANT#GENERAL:positive
fresh restaurant was amazing........ food was delicious and of course fresh.,food,FOOD#QUALITY:positive
"great for a romantic evening, or a fun evening with friends...",NULL,AMBIENCE#GENERAL:positive
"great for a romantic evening, or a fun evening with friends...",NULL,RESTAURANT#MISCELLANEOUS:positive
I will be going back very soon.,NULL,RESTAURANT#GENERAL:positive
keep up the good work.,NULL,RESTAURANT#GENERAL:positive
